StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Ethics,Source1,Source2,Source3,Source4,Source5,Count of Responses,Common_decision,mandates,use_tools,approved_tools,tools_description,autonomy,collaborative_within,collaborative_outside,longterm,shortterm,outside_org,within_org,often_env,often_evidence,often_teammates,often_leaders,often_elected,often_stakeholders,often_funding,impact_env,impact_evidence,impact_teammates,impact_leaders,impact_elected,impact_stakeholders,impact_funding,reduce_uncertainty,organization,org_other,duration,formal_training,training_desc,location,location_other,notes,Unique ID
44951.4,44951.45,IP Address,100,3827,TRUE,44951.45,R_1NFxmOxXyls8Pan,anonymous,EN,Yes,Funding and capacity,Most current science,Long-term public engagement,Effectiveness of efforts,,4,"Capacity to engage based restricted by funding, what is the most effective work we can accomplish within the capacity and funding","so many, but working specifically with species at risk, are driven by SARA federal legislation and SWA provincial legislation (which is very weak and does not align with federal legislation). Being a long-time stewardship program our four main program goals have remained and been sustained over 35 years.",Yes,No,"We do not use software type tools, instead we use steps of decision making in everything we do.",3,Most of the time,Most of the time,About half the time,Sometimes,Sometimes,Never,About half the time,Sometimes,Sometimes,About half the time,About half the time,Sometimes,About half the time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,funding and science research support,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,over 10 years,Yes,"B.Sc. in Environmental Biology, Diploma in Integrated Resource Management, Certificate in Professional Leadership",Saskatchewan,,,43545
44951.46,44951.47,IP Address,100,1246,TRUE,44951.47,R_20YcUtahDsJVFEj,anonymous,EN,Yes,approval from superiors (political influence),funding,people resources to carry out the work,ecology of the species,,4,what species/habitats to focus conservation efforts; whether pre-development survey standards for Species At Risk meet minimum standards; what the subnational conservation status (S-Rank) of a species should be (NatureServe methodology),federal Species At Risk Act; NatureServe methodology; provincial (economic) growth mandate; personal morals,Yes,No,species prioritization tool (locally created); NatureServe rank calculator,2,About half the time,About half the time,Always,About half the time,About half the time,About half the time,About half the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,About half the time,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,removal of political influence; secured long-term funding; conservation-first mandate instead of economic growth-first,Canadian provincial or territorial government agency,,5 - 10 years,Yes,NatureServe Core Methodology Training; most of my university courses in conservation at least touched on it,Saskatchewan,,"the continued ""economy over environment"" paradigm and shifting political agendas create constant uncertainty in being able to make conservation decisions",39470
44937.52,44937.52,IP Address,5,20,FALSE,44951.52,R_3QGbE136YJr0Rax,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44937.29,44937.58,IP Address,64,24869,FALSE,44951.58,R_sLtPrmuiiJwDaE1,anonymous,EN,Yes,Lack of data when assessing baseline conditions to predict impacts,Timelines that often don't align with required times to produce quality data that will lead to certainty,,,,2,"Mitigation measures for development activities, what kind of environmental monitoring will be required to confirm efficiency of mitigation measures",Mandates related to protected areas,Yes,Yes,Standard impact assessment tables,2,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,About half the time,About half the time,About half the time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,57029
44937.41,44937.6,IP Address,9,16815,FALSE,44951.6,R_1prtrAsnUefFN8A,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44936.31,44938.23,IP Address,14,166142,FALSE,44952.23,R_0PnlaitA7rnVyc9,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57832
44938.25,44938.27,IP Address,14,1358,FALSE,44952.27,R_3MmPvY0582N9KUh,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83191
44938.29,44938.29,IP Address,14,316,FALSE,44952.29,R_sbRf9UlFOIciEdb,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52484
44938.29,44938.3,IP Address,14,113,FALSE,44952.3,R_1PZwJbx3LvTJIk5,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52391
44938.39,44938.39,IP Address,14,125,FALSE,44952.39,R_1q36WIZc6YWTWmj,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34791
44952.38,44952.4,IP Address,100,2120,TRUE,44952.4,R_1fd5En1c4Zt9X2O,anonymous,EN,Yes,conservation being prioritized ahead of economics,"Political willingness, constantly changing leaders with new mandates",ability to do projects long term and have meaningful impacts,Funding capacity,staff capacity to undertake projects,5,"type of mitigation methods, impacts of an activity of conservation, importance of conservation, status of conservation values","federal and provincial legislation, directives, policies, direction",Yes,,"marxaan, GIS based conservation layers, recovery plans, etc",3,About half the time,About half the time,Always,Always,Always,Always,Most of the time,Most of the time,About half the time,Most of the time,Always,About half the time,Most of the time,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,"clear conservation goals and targets that aren't constantly changing with political will, then meaningful longer term work can occur. Instead of lip service, conservation needs to be at the table and recognized as even more important than economic benefits so that conservation can continue into the future. there needs to be project coordinators that are leading conservation restoration outside of government as the contract process is so complicated even if we get funding for conservation purposes there is little to no staff capacity to run a contract to get it done",Canadian provincial or territorial government agency,,over 10 years,Yes,"university courses, some professional webinars, courses etc",Alberta,,,30718
44938.49,44938.49,IP Address,18,39,FALSE,44952.49,R_1LMb4dV0tH4Z99F,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34813
44938.51,44938.51,IP Address,14,49,FALSE,44952.51,R_AbwkQlpCHtYbcnT,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91615
44938.52,44938.53,IP Address,14,690,FALSE,44952.53,R_3iPhRXbvzdcYyEs,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29397
44939.34,44939.34,IP Address,14,140,FALSE,44953.34,R_24Bn1aoqXVfDjk6,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97503
44939.45,44939.45,IP Address,14,27,FALSE,44953.45,R_2BA7ijmy6zEQ5XI,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83417
44939.51,44939.51,IP Address,14,105,FALSE,44953.51,R_2ztF2yblJo7w2dA,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97129
44939.51,44939.51,IP Address,5,17,FALSE,44953.51,R_1jy3IblRrNPh5IT,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44939.46,44939.52,IP Address,14,4988,FALSE,44953.52,R_szD1JjjvBkJ62HL,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95985
44939.53,44939.53,IP Address,14,45,FALSE,44953.53,R_2ScsEzRBalBrtSh,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53572
44939.63,44939.63,IP Address,18,285,FALSE,44953.63,R_1lyojhDjeQXfe90,anonymous,EN,Yes,if the sample size we can budget is adequate to detect status and trends,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54121
44939.63,44939.63,IP Address,5,107,FALSE,44953.63,R_pawg1Dv2eZ4eLp7,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44939.65,44939.65,IP Address,41,122,FALSE,44953.65,R_1loz4zWkOhg8tzO,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36098
44940.58,44940.64,IP Address,55,5084,FALSE,44954.64,R_1mCV7dFJpoNi1GP,anonymous,EN,Yes,Risk Management decision framework being implemented,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26512
44927.52,44941.5,IP Address,55,1207500,FALSE,44955.5,R_1n8ZXBdbzovV86X,anonymous,EN,Yes,"Stakeholder approvals - these are permissions required for lands that are not ours, that can heavily influence the decision of our efforts.","Funding year to year - this is uncertain because of competing priorities within our organization, and funding for one project may be pulled at any time to fund a higher-priority project",,,,2,"How much engagement to do with the Public.
 How to achieve our capital project goals when there isn't enough funding.
 What to do when the schedule of contractors work becomes too late.",Species at Risk act. Migratory Bird Act. Rouge National Urban Park Act. Construction Act of Ontario.,Yes,Yes,"Flowcharts, and asking experts",3,Most of the time,About half the time,Most of the time,Sometimes,About half the time,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,33555
44935.37,44941.77,IP Address,91,552717,FALSE,44955.77,R_1kTYCYR0dKEhgCO,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Other,x,,,,Other,,,80795
44942.39,44942.39,IP Address,27,442,FALSE,44956.39,R_1IAcsYmn9QrIoTm,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33769
44942.38,44942.39,IP Address,18,875,FALSE,44956.39,R_1dGmdmgL7s1aoxv,anonymous,EN,Yes,community opinion,future funding,climate change effects,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28835
44956.57,44956.58,IP Address,100,495,TRUE,44956.58,R_Dkr0wjo6WuBbWbT,anonymous,EN,Yes,Funding,Public Uptake,Personnel Capacity,,,3,"Community Outreach is a big part of our work. How to best engage public/target landowners. Where to focus target outreach, what species to focus on for funding requirement.",,Yes,,,3,Always,About half the time,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,About half the time,Sometimes,Most of the time,Most of the time,Always,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Funding and capacity availability,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,3 - 5 years,Yes,,Saskatchewan,,,36428
44943.45,44943.46,IP Address,18,472,FALSE,44957.46,R_3NEXCXHqk5fKP1I,anonymous,EN,Yes,Weather. Extreme weather limits opportunities to be engaging in conservation work.,Funding. Funding opportunities are competitive and often insufficient.,Capacity: personnel and experience are challenging to coordinate for some projects.,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32595
44957.59,44957.6,IP Address,100,424,TRUE,44957.6,R_1CvFBXcVMfHfePZ,anonymous,EN,Yes,Uncertainty surrounding the source of impact/contamination on a waterbody.,Uncertainty surrounding sustainability of funding.,Uncertainty surrounding natural/baseline environmental conditions.,,,3,"Prioritization of monitoring activities.
 Prioritization of management efforts (land-use planning).",Internal strategic plans.,No,,,4,About half the time,About half the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,About half the time,About half the time,About half the time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Funding stability. More science support throughout levels of government.,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,over 10 years,No,,Alberta,,,55713
44944.15,44944.15,IP Address,14,17,FALSE,44958.15,R_ZvCK7j2tKL75YWt,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21274
44944.28,44944.29,IP Address,18,283,FALSE,44958.29,R_b2YJAuGsBL5pcuB,anonymous,EN,Yes,"Legislation, Funding, political party in power, will programs continue?","Societal ""Buy-in"" - will the majority agree with what we are doing",Scientific community buy in,Species presence,Habitat use/function,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26148
44944.36,44944.36,IP Address,5,7,FALSE,44958.36,R_eERPUo6p049boc1,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44943.6,44944.39,IP Address,18,68046,FALSE,44958.39,R_2Y4gCuiSp3pUmf1,anonymous,EN,Yes,data availability and data gaps,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52021
44944.42,44944.42,IP Address,14,140,FALSE,44958.42,R_DTsZTAcJMG22mk1,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32168
44944.53,44944.53,IP Address,5,58,FALSE,44958.53,R_3RmcZUv1bll5H5q,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44944.44,44944.53,IP Address,59,8573,FALSE,44958.53,R_1LHH4hwSzWE9p7v,anonymous,EN,Yes,funding,"how our restoration work will be treated by other land users (will it be vandalized, will there be enforcement, will people complain about it)","environmental conditions (stream flow, precipitation, etc.) and if/how that will impact restoration works",length of time for permits to be reviewed (for restoration work),,4,Where to carry out restoration works and what techniques to utilize; what action will have the biggest positive impact.,Often it is species at risk recovery,Yes,,"though I don't use directly, we use outputs of cumulative effects models to prioritize work",4,Most of the time,Sometimes,Most of the time,About half the time,About half the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,About half the time,Most of the time,Most of the time,,,,,,,,,,,,,,,,,90793
44944.77,44944.77,IP Address,14,54,FALSE,44958.77,R_2bVhj1s0FkKHsSp,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56829
44944.82,44944.82,IP Address,18,397,FALSE,44958.82,R_3nwKmxXNH5TYy8j,anonymous,EN,Yes,Dynamic natural processes,Political arena,Competing human interests,Funding availability,Effective communications,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93217
44945.34,44945.34,IP Address,14,19,FALSE,44959.34,R_1ODcPuhdTgFl8L1,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23372
44945.38,44945.38,IP Address,14,44,FALSE,44959.38,R_1QENWBBrsDH4iLr,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83496
44945.4,44945.4,IP Address,9,34,FALSE,44959.4,R_2PilBer89hi235E,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44945.44,44945.44,IP Address,14,48,FALSE,44959.44,R_3pu6xwaqmuai6Ez,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76070
44946.43,44946.43,IP Address,5,15,FALSE,44960.43,R_21526pDCytjYJaF,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44946.43,44946.43,IP Address,14,44,FALSE,44960.43,R_Au0wSlSdwaRuhnb,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61348
44946.43,44946.43,IP Address,14,97,FALSE,44960.43,R_OoD8joK5mSxQyhH,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96042
44946.44,44946.44,IP Address,14,123,FALSE,44960.44,R_2PeggK9gKx8NQdr,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42559
44946.44,44946.44,IP Address,14,62,FALSE,44960.44,R_1gCS0pAWLpTTBOe,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49424
44946.45,44946.45,IP Address,5,146,FALSE,44960.45,R_1BPMZaHnG6nYLsK,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44946.46,44946.46,Spam,5,8,FALSE,44960.46,R_1reH8ajgkecvObw,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44946.48,44946.49,IP Address,14,124,FALSE,44960.49,R_1kYtYnyk5fkdrha,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31161
44946.6,44946.61,IP Address,18,519,FALSE,44960.61,R_AsXy1WvZ5swamSB,anonymous,EN,Yes,Financial/Job Security,Political,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18094
44946.43,44946.65,IP Address,9,19121,FALSE,44960.65,R_C7HOTszDS5a52eZ,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44946.48,44946.8,IP Address,14,27937,FALSE,44960.8,R_2tcewv8tf4GoZYj,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92387
44946.82,44946.82,IP Address,18,127,FALSE,44960.82,R_4VlW3luwaj9kKbf,anonymous,EN,Yes,Policies,Science,Data,Thresholds,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99694
44946.45,44947.02,IP Address,14,49233,FALSE,44961.02,R_25Y4i2eIxExZl5Z,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31211
44947.71,44947.71,IP Address,14,52,FALSE,44961.71,R_A5PdL1Ysc2LIUhP,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53966
44947.77,44947.77,IP Address,14,82,FALSE,44961.77,R_3Ol7CDsiHtWVqaW,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23634
44962.73,44962.74,IP Address,100,1385,TRUE,44962.74,R_2v6xbi48LnLkvBC,anonymous,EN,Yes,"Lack of appropriate prediction methods for impact prediction of proposed development projects in EIA, e.g., about the effect of a new road on wildlife populations in the area.","Lack of knowledge about the thresholds in population persistence in response to road density (EEA & FOEN 2011: Landscape Fragmentation in Europe, pages 12-15 and 58-60).",Lack of knowledge of the response times of wildlife populations to the construction of new roads.,,,3,"road mitigation measures (as a researcher, not as a practitioner), and we have done some research about the role of uncertainties in EIA (e.g., Lees et al. 2016: Analysis of uncertainty consideration in environmental assessment: An empirical study of Canadian EA practice. Journal of Environmental Planning and Management 59(11): 2024-2044.).","not applicable to me; but we have done research about legislation for uncertainty consideration in EIA, e.g., Pavlyuk et al. (2017): Fragmentary provisions for uncertainty disclosure and consideration in EA legislation, regulations and guidelines and the need for improvement. Environmental Impact Assessment Review 66: 14-23.",No,,,1,,,,,,,Always,Always,Most of the time,Most of the time,Most of the time,About half the time,Sometimes,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Higher quality of basing decisions on evidence.,Other,University,over 10 years,No,,Quebec,,"How to better address uncertainties is a very important question! 
 We have published a few papers about this question in the context of EIA: 
 
 Pavlyuk et al. (2017): Fragmentary provisions for uncertainty disclosure and consideration in EA legislation, regulations and guidelines and the need for improvement. EIA Review 66: 14-23. 
 
 Lees et al. (2016): Analysis of uncertainty consideration in environmental assessment: An empirical study of Canadian EA practice. J. Envir. Planning and Management 59(11): 2024-2044. 
 
 Leung et al. (2016): Disparate perceptions about uncertainty consideration and disclosure practices in environmental assessment and opportunities for improvement. EIA Review 57: 89-100. 
 
 Leung et al. (2015): A review of uncertainty research in impact assessment. EIA Review 50: 116-123.
 
 Aksamit et al. (2020): Sources of uncertainties in environmental assessment: Lessons about uncertainty disclosure and communication from an oil sands extraction project in Northern Alberta. J. Envir. Planning and Management 63(2): 317-334. 
 
 Jaeger, J.A.G., Noble, B.f. (subm.): Uncertainties in Impact Assessment. In: Noble, B., Fischer, T. (eds): Encyclopedia of Impact Assessment. Forthcoming.",27352
